"person_id","obs_id","sex","site","age_estimated","height_cm","weight_kg","obs_counts"
361615,"84nd2","f","SE_Ecuador",8.43,122.6,23.4,2
361616,"zv7jb","f","SE_Ecuador",4.51,101.1,15.6,2
361616,"36zg0","f","SE_Ecuador",4.73,101.4,15.5,2
361617,"irhc0","f","SE_Ecuador",4.19,88.3,12.9,2
361617,"dn2py","f","SE_Ecuador",4.4,89.9,12.7,2
361621,"4ntkh","f","SE_Ecuador",3.38,93.8,14.8,2
361621,"rhaz0","f","SE_Ecuador",3.6,94.6,15.2,2
361624,"6ajp6","f","SE_Ecuador",3.26,91.9,13.2,2
361624,"dxyju","f","SE_Ecuador",3.47,93,12.9,2
361633,"32z3t","m","SE_Ecuador",12.68,125.3,27.3,2
361633,"mhqs8","m","SE_Ecuador",12.88,125.9,27.3,2
361635,"ucx2b","f","SE_Ecuador",5.66,110.4,18.5,1
361638,"s07gr","f","SE_Ecuador",9.43,122.9,24,2
361638,"5xsq7","f","SE_Ecuador",9.63,124.2,25.5,2
361639,"64u29","f","SE_Ecuador",5.46,108.8,18.6,2
361639,"u5tao","f","SE_Ecuador",5.64,110.3,18.7,2
361640,"wm5ce","f","SE_Ecuador",3.5,91.4,12.9,1
361656,"b1czn","m","SE_Ecuador",3.64,96.8,15.2,1
361662,"yd80i","m","SE_Ecuador",13,138.6,33.5,2
361662,"8dmqg","m","SE_Ecuador",13.21,139,33.5,2
361663,"65xki","f","SE_Ecuador",8.4,118.7,21.7,2
361663,"rhh3c","f","SE_Ecuador",8.59,119.2,22.8,2
361664,"bskmt","m","SE_Ecuador",6.21,112.3,20.5,2
361664,"j1xg9","m","SE_Ecuador",6.39,113.2,20.9,2
361665,"qbald","m","SE_Ecuador",4.5,96.4,14.4,1
361668,"lmu04","m","SE_Ecuador",9.45,115.3,21.1,2
361668,"jrd2u","m","SE_Ecuador",9.62,115.5,21.7,2
361669,"p3cza","m","SE_Ecuador",23,161.3,52.5,1
361671,"ewb97","m","SE_Ecuador",20.04,157,60.8,1
361672,"l4s93","f","SE_Ecuador",22.22,145.6,44.4,1
361673,"mgfmu","f","SE_Ecuador",21.22,151,51.5,1
361675,"yuw8k","m","SE_Ecuador",23.26,159.3,56.5,1
361676,"1kykq","f","SE_Ecuador",24.88,149.6,52.8,1
361678,"kgrju","m","SE_Ecuador",13.91,132.6,30.5,2
361678,"ef0xj","m","SE_Ecuador",14.11,133.1,31.5,2
361679,"w7f83","m","SE_Ecuador",12.41,142.5,37,2
361679,"tci5z","m","SE_Ecuador",13.62,143.6,38.1,2
361680,"4n4hv","f","SE_Ecuador",11.18,137.7,30.8,2
361680,"qp78s","f","SE_Ecuador",11.38,139.3,31.4,2
361681,"ysebz","m","SE_Ecuador",13.91,149.4,42.1,2
361681,"v3esr","m","SE_Ecuador",14.11,150.8,43.5,2
361682,"6kgm3","m","SE_Ecuador",11.49,126.6,27,2
361682,"9m4om","m","SE_Ecuador",11.69,128,27.7,2
361683,"8x59q","m","SE_Ecuador",10.82,130.2,28.8,2
361683,"48l31","m","SE_Ecuador",11.01,131.5,28.8,2
361684,"gzwib","m","SE_Ecuador",9.41,119.6,26.2,2
361684,"zfg47","m","SE_Ecuador",9.61,120.5,26.1,2
361685,"csr7q","m","SE_Ecuador",9.74,127.5,26.3,2
361685,"nluoi","m","SE_Ecuador",9.94,128.8,27.6,2
361687,"kypio","f","SE_Ecuador",9.23,117.4,21.6,2
361687,"7ddtf","f","SE_Ecuador",9.43,118.5,21.7,2
361688,"y4onj","f","SE_Ecuador",14.3,151,39,2
361688,"zurbk","f","SE_Ecuador",14.5,151.1,38.9,2
361689,"rv98o","m","SE_Ecuador",18.24,156.8,53,2
361689,"3jlfc","m","SE_Ecuador",18.45,157.7,52.6,2
361690,"z2ffk","m","SE_Ecuador",13.13,146.9,37.3,2
361690,"8bg8o","m","SE_Ecuador",13.33,147.8,38.8,2
361691,"3or5y","m","SE_Ecuador",15.97,154.7,50.5,2
361691,"7hm6a","m","SE_Ecuador",16.17,155.3,50.1,2
361693,"vjuo8","m","SE_Ecuador",13.64,148.5,40.8,2
361693,"yi1au","m","SE_Ecuador",13.84,150.4,41.3,2
361694,"43165","m","SE_Ecuador",5.36,95.2,14,2
361694,"ucvio","m","SE_Ecuador",5.53,97.2,14.5,2
361695,"tprdb","m","SE_Ecuador",5.06,101,16,2
361695,"4dmv8","m","SE_Ecuador",5.23,102.7,16.2,2
361696,"7y3gv","f","SE_Ecuador",7.52,99.8,15.7,2
361696,"xgbk8","f","SE_Ecuador",7.69,100.3,15.6,2
361697,"dd1bv","m","SE_Ecuador",5.5,106.5,18.4,1
361698,"3velg","m","SE_Ecuador",5.5,100.3,14.5,1
361700,"sqc4k","f","SE_Ecuador",12.29,145.4,41.1,1
361702,"ztfco","m","SE_Ecuador",4.5,94,14.8,1
361754,"g2g18","m","SE_Ecuador",2.25,79.3,11.2,1
361816,"wg0qh","m","SE_Ecuador",1.68,79.5,12.9,1
361822,"mbjwr","m","SE_Ecuador",11.5,130.7,30,1
361823,"u824v","f","SE_Ecuador",6.5,108.5,18.7,1
361824,"hia17","f","SE_Ecuador",6.04,108,18.8,2
361824,"q8dkd","f","SE_Ecuador",6.31,109.5,19.3,2
361825,"tz2mp","f","SE_Ecuador",5.45,98.3,15.2,1
361826,"414f4","m","SE_Ecuador",11.5,124.4,26.9,1
361830,"ulr9c","m","SE_Ecuador",7.24,111.4,21.4,1
361831,"elgiw","f","SE_Ecuador",5.71,98.4,15.4,2
361831,"31baf","f","SE_Ecuador",5.92,99,15.6,2
361832,"cdtvi","m","SE_Ecuador",5.35,93.7,14.9,1
361833,"4du4n","f","SE_Ecuador",5.17,104.3,17.3,2
361833,"k83uv","f","SE_Ecuador",5.38,105.4,17.6,2
361834,"uy3hi","f","SE_Ecuador",5.13,91.4,13.8,1
361835,"84exf","m","SE_Ecuador",5.65,101.3,17.8,2
361835,"qjmie","m","SE_Ecuador",5.85,101.5,17.4,2
361836,"comgr","m","SE_Ecuador",6.5,112,21.9,1
361837,"aoyq8","m","SE_Ecuador",7.59,112.9,21.7,2
361837,"dyutx","m","SE_Ecuador",7.8,113.7,22.3,2
361839,"om91y","m","SE_Ecuador",6.36,108.7,18,2
361839,"k4ezl","m","SE_Ecuador",6.57,108.7,18.9,2
361841,"p4utw","f","SE_Ecuador",6.09,110.7,19.6,2
361841,"yuaod","f","SE_Ecuador",6.3,111.9,19.4,2
361842,"zgpm4","f","SE_Ecuador",6.43,110,19.2,2
361842,"jbo30","f","SE_Ecuador",6.64,110.4,19.2,2
361843,"f4irn","f","SE_Ecuador",6.05,112.2,19.8,2
361843,"fccz7","f","SE_Ecuador",6.26,112.6,20.4,2
361844,"0yhgf","m","SE_Ecuador",7.61,114.2,21.1,1
361846,"e1rit","f","SE_Ecuador",7.98,116,20.8,1
361847,"ixmnw","f","SE_Ecuador",7.67,114.4,20.4,2
361847,"5iqdb","f","SE_Ecuador",7.88,115.3,21,2
361848,"j39n0","f","SE_Ecuador",7.03,114.4,21.4,2
361848,"bwu54","f","SE_Ecuador",7.24,115.7,22.7,2
361850,"cigfv","f","SE_Ecuador",8.91,123.8,26.2,1
361851,"0rl3t","m","SE_Ecuador",9.06,113.3,19.9,1
361852,"jg72e","m","SE_Ecuador",9.25,126.4,28.8,1
361853,"x8m5l","m","SE_Ecuador",13.89,150.1,48.3,1
361854,"qy23o","m","SE_Ecuador",13.67,129.4,31.3,2
361854,"84miv","m","SE_Ecuador",13.88,130.8,31.1,2
361855,"sfxjs","f","SE_Ecuador",8.22,126.2,28.7,2
361855,"gow6a","f","SE_Ecuador",8.43,128,30.3,2
361857,"m2rag","m","SE_Ecuador",9.76,127.3,28.8,1
361859,"5x0ql","f","SE_Ecuador",13,146.8,43.6,1
361862,"vmtag","m","SE_Ecuador",11.43,131,32.5,1
361865,"uvtjj","f","SE_Ecuador",14.6,151.9,55.1,1
361867,"m3em9","m","SE_Ecuador",20.67,161.5,63.1,1
361868,"w8gvq","m","SE_Ecuador",17.82,160.8,55.1,1
361869,"itsrz","m","SE_Ecuador",7.43,117.2,20.8,2
361869,"m8ay4","m","SE_Ecuador",7.71,118.4,21.5,2
361870,"guyiy","f","SE_Ecuador",5.39,103.7,17.3,2
361870,"q2e53","f","SE_Ecuador",5.7,106.1,17.8,2
361871,"6s99g","m","SE_Ecuador",7.56,113.3,19.7,2
361871,"sj7dv","m","SE_Ecuador",7.85,114.4,20.1,2
361872,"xm6hn","f","SE_Ecuador",4.95,100.4,16.2,2
361872,"stfle","f","SE_Ecuador",5.19,101,16.9,2
361873,"774op","f","SE_Ecuador",5.64,110.8,18.9,2
361873,"wsa0b","f","SE_Ecuador",5.92,112.6,19.6,2
361874,"nrhnk","f","SE_Ecuador",5.79,106,17,2
361874,"iv6fa","f","SE_Ecuador",6.03,106.7,18.2,2
361875,"0x5hq","m","SE_Ecuador",7.37,112.5,20.6,2
361875,"tmlsc","m","SE_Ecuador",7.64,113.1,21.7,2
361876,"hteky","m","SE_Ecuador",8.52,121.4,24.2,2
361876,"dsyor","m","SE_Ecuador",8.82,122.2,25.6,2
361877,"4p5p4","m","SE_Ecuador",5.9,102,17.8,2
361877,"xv4x9","m","SE_Ecuador",6.14,103,18.6,2
361878,"k28hz","m","SE_Ecuador",7.61,114.9,19.5,2
361878,"t2zaq","m","SE_Ecuador",7.85,115.8,21.2,2
361879,"id0ut","f","SE_Ecuador",5.21,103.9,16.9,2
361879,"fuye0","f","SE_Ecuador",5.49,105.5,17.2,2
361881,"2dkle","f","SE_Ecuador",5.41,104.5,17.5,1
361882,"edntm","m","SE_Ecuador",5.21,95.9,14,2
361882,"942gi","m","SE_Ecuador",5.49,97.1,14.8,2
361883,"tzdws","m","SE_Ecuador",5.2,96.3,17.7,2
361883,"09onu","m","SE_Ecuador",5.48,97.9,15.9,2
361884,"m1zxk","m","SE_Ecuador",6.41,107,20,2
361884,"jml8u","m","SE_Ecuador",6.7,107.1,20,2
361885,"pvesy","m","SE_Ecuador",5.84,105.1,18.6,2
361885,"43pcb","m","SE_Ecuador",6.12,106.1,18.9,2
361886,"3hrz4","f","SE_Ecuador",9.23,122.6,26.5,2
361886,"7bppt","f","SE_Ecuador",9.52,124.4,27,2
361887,"pkvef","m","SE_Ecuador",10.79,129.3,29.4,2
361887,"2bmam","m","SE_Ecuador",11.07,131.1,29.9,2
361888,"9et2o","f","SE_Ecuador",6.71,106.9,17,2
361888,"lbzrg","f","SE_Ecuador",6.98,108.9,18.2,2
361889,"kpfbk","m","SE_Ecuador",5.46,109.4,18.8,2
361889,"x888l","m","SE_Ecuador",5.74,110.4,19.1,2
361890,"kearg","f","SE_Ecuador",5.45,104.1,17.9,2
361890,"tq3vr","f","SE_Ecuador",5.71,104.4,18.2,2
361891,"23aia","m","SE_Ecuador",7.46,116.2,22,2
361891,"lttx8","m","SE_Ecuador",7.73,117,22.6,2
361892,"8ky1i","m","SE_Ecuador",7.63,115,23.3,2
361892,"kbln2","m","SE_Ecuador",7.87,116.4,24.4,2
361893,"m7kra","f","SE_Ecuador",4.94,103.6,18.4,2
361893,"91wbt","f","SE_Ecuador",5.22,104.6,19.3,2
361894,"mqdm3","m","SE_Ecuador",7.47,113.5,21.5,2
361894,"ltoj6","m","SE_Ecuador",7.75,115.1,21.8,2
361895,"nv3th","m","SE_Ecuador",7.46,111.6,19.4,2
361895,"f5bd4","m","SE_Ecuador",7.74,112.5,19.6,2
361896,"6dcxj","f","SE_Ecuador",10.46,124.8,25.3,2
361896,"z5isg","f","SE_Ecuador",10.72,125.5,25.5,2
361897,"iznj4","m","SE_Ecuador",10,123.1,27.3,1
361898,"xz3gz","f","SE_Ecuador",11.61,134.7,33.5,1
361899,"vswsi","f","SE_Ecuador",9.46,124.4,24.7,2
361899,"q8075","f","SE_Ecuador",9.7,124.8,25.4,2
361900,"sdswf","f","SE_Ecuador",8.36,123.6,24.3,2
361900,"ayhwz","f","SE_Ecuador",8.6,124.8,25,2
361901,"iubtf","f","SE_Ecuador",8.3,119.3,23.3,2
361901,"t3rgi","f","SE_Ecuador",8.55,119.6,23.3,2
361902,"s3k7l","m","SE_Ecuador",8.99,124.5,27.4,2
361902,"xz0i5","m","SE_Ecuador",9.23,125.2,28.3,2
361903,"f1mqv","m","SE_Ecuador",8.5,123.7,25.2,2
361903,"wzqrh","m","SE_Ecuador",8.74,124.1,26.1,2
361904,"dc29x","m","SE_Ecuador",10.38,127.8,26.6,2
361904,"4wwgx","m","SE_Ecuador",10.62,129.2,27.5,2
361905,"o8r4c","m","SE_Ecuador",9.72,131.7,28.4,2
361905,"vnw01","m","SE_Ecuador",9.96,132.2,29.3,2
361906,"013mc","m","SE_Ecuador",6.52,107.4,19.1,2
361906,"cw4zs","m","SE_Ecuador",6.78,107.8,20.7,2
361907,"wddaq","f","SE_Ecuador",10.75,137.9,30.2,3
361907,"zrp9q","f","SE_Ecuador",11.04,138.6,30.5,3
361907,"fq3ox","f","SE_Ecuador",11.06,139.1,31.1,3
361908,"rqibi","m","SE_Ecuador",8.39,122.4,24.6,2
361908,"n8i8t","m","SE_Ecuador",8.62,123.4,25.3,2
361909,"or40y","m","SE_Ecuador",11.3,138.8,36.7,2
361909,"tdzq9","m","SE_Ecuador",11.54,140.6,38,2
361910,"mc7y1","m","SE_Ecuador",12.21,132,29.3,2
361910,"g5g26","m","SE_Ecuador",12.45,132.8,30.3,2
361911,"n017o","f","SE_Ecuador",9.3,116.9,22.9,2
361911,"c34pi","f","SE_Ecuador",9.56,118.9,23.6,2
361912,"9zioc","m","SE_Ecuador",8.86,123.2,24.4,2
361912,"9epx1","m","SE_Ecuador",9.12,124.1,25,2
361913,"b3bd9","m","SE_Ecuador",8.58,116.4,22.3,2
361913,"0x2h3","m","SE_Ecuador",8.82,117.6,23.9,2
361914,"coi6a","m","SE_Ecuador",9.63,118.4,25.4,2
361914,"uq42f","m","SE_Ecuador",9.94,119.8,25.2,2
361915,"suk93","f","SE_Ecuador",8.38,120.9,21.6,1
361916,"f2y7l","m","SE_Ecuador",10.87,126.5,26.3,2
361916,"aydis","m","SE_Ecuador",11.15,127.1,27.1,2
361917,"me6q1","f","SE_Ecuador",6.46,120.8,26.6,2
361917,"gcmw9","f","SE_Ecuador",6.73,121.4,27.8,2
361918,"2frgo","m","SE_Ecuador",10.37,135.7,33.8,2
361918,"mjae5","m","SE_Ecuador",10.64,136.6,35.4,2
361919,"b4n23","f","SE_Ecuador",9.31,127.4,25.5,2
361919,"kwzyt","f","SE_Ecuador",9.57,129.1,27.4,2
361920,"phmfx","f","SE_Ecuador",8.62,115.6,19.7,2
361920,"7y57v","f","SE_Ecuador",8.9,116,20.2,2
361921,"4i4gw","f","SE_Ecuador",8.57,119.3,22.8,2
361921,"ozsnm","f","SE_Ecuador",8.84,120.7,23.6,2
361922,"45svq","f","SE_Ecuador",8.12,121,26.4,1
361923,"da008","m","SE_Ecuador",8.59,117.5,23.6,2
361923,"rirba","m","SE_Ecuador",8.91,118.5,24.8,2
361924,"oezg5","m","SE_Ecuador",8.81,121.8,23,2
361924,"qjb4g","m","SE_Ecuador",9.05,123.1,24.4,2
361925,"tp93e","m","SE_Ecuador",7.14,113.8,19.9,2
361925,"dsg9y","m","SE_Ecuador",7.45,115.1,20.4,2
361926,"kpt2q","f","SE_Ecuador",9.46,118.3,20.7,2
361926,"z1nqs","f","SE_Ecuador",9.76,119.6,21.2,2
361927,"tff7v","m","SE_Ecuador",9.14,120.2,24.1,2
361927,"btdoz","m","SE_Ecuador",9.38,121.4,24.9,2
361929,"2l7w3","f","SE_Ecuador",6.29,109.6,18.5,2
361929,"plfml","f","SE_Ecuador",6.53,110.5,19.6,2
361930,"dcuf2","f","SE_Ecuador",7.65,112.5,19.1,2
361930,"urytu","f","SE_Ecuador",7.89,112.9,18.7,2
361931,"alrbr","f","SE_Ecuador",7.43,120.8,24.1,2
361931,"7foh3","f","SE_Ecuador",7.71,122.6,25.5,2
361932,"0l2au","f","SE_Ecuador",8.36,117.2,19.9,2
361932,"vmvqv","f","SE_Ecuador",8.6,118.1,21,2
361933,"mfz15","m","SE_Ecuador",10.02,132.7,32.7,2
361933,"qqjx0","m","SE_Ecuador",10.26,132,33.2,2
361934,"5y5zq","m","SE_Ecuador",10.21,128.1,28.8,2
361934,"v0nsv","m","SE_Ecuador",10.45,129.3,29.3,2
361935,"6qhz4","m","SE_Ecuador",13.23,136,32.8,2
361935,"ekwdl","m","SE_Ecuador",13.51,136.6,34.5,2
361936,"obhy2","m","SE_Ecuador",7.82,115.9,21.8,2
361936,"kcl1g","m","SE_Ecuador",8.1,117.5,22.8,2
361937,"45e3x","m","SE_Ecuador",9.87,125,26.4,2
361937,"f8z6z","m","SE_Ecuador",10.15,126.5,27.4,2
361938,"2do1s","m","SE_Ecuador",10.6,129.3,30,2
361938,"e0x0b","m","SE_Ecuador",10.88,130.2,30.5,2
361939,"refew","f","SE_Ecuador",10.81,116.7,22,2
361939,"upv2f","f","SE_Ecuador",11.07,118,22.7,2
361940,"u4grj","f","SE_Ecuador",13.6,133,33.1,2
361940,"4kxop","f","SE_Ecuador",13.85,134.5,34.8,2
361941,"kur9w","f","SE_Ecuador",18.87,150.5,54.4,2
361941,"d15bf","f","SE_Ecuador",19.17,151.2,54.7,2
361942,"9ifuz","f","SE_Ecuador",13.94,145.8,48.9,1
361943,"njdtw","m","SE_Ecuador",15.47,149.7,50.5,2
361943,"3wbq6","m","SE_Ecuador",15.73,150.2,53.3,2
361944,"2xo63","f","SE_Ecuador",8.75,123.6,23.6,2
361944,"9afua","f","SE_Ecuador",9.02,125.3,23.8,2
361946,"u598i","f","SE_Ecuador",16.51,144.8,52.6,2
361946,"aokwp","f","SE_Ecuador",16.77,145,52.9,2
361947,"lny6f","m","SE_Ecuador",13.8,148.4,48.6,2
361947,"4okfi","m","SE_Ecuador",14.06,149.9,50.5,2
361948,"5s77v","f","SE_Ecuador",10.95,135.9,32.7,2
361948,"5t2ip","f","SE_Ecuador",11.19,136.5,34,2
361949,"uzcve","m","SE_Ecuador",12.79,135.1,31.5,2
361949,"axy44","m","SE_Ecuador",13.07,135.7,32.1,2
361950,"y1xaz","f","SE_Ecuador",13.52,146.9,47.2,2
361950,"sfa6j","f","SE_Ecuador",13.82,147.5,50.4,2
361951,"nrvk2","f","SE_Ecuador",14.32,146.3,43.9,2
361951,"bk7nk","f","SE_Ecuador",14.64,146.9,44,2
361952,"npjok","m","SE_Ecuador",14.51,145.2,42,2
361952,"ux7wm","m","SE_Ecuador",14.76,148.5,44.1,2
361954,"basiu","m","SE_Ecuador",14.4,139.6,36.4,2
361954,"kutg1","m","SE_Ecuador",14.65,140.8,37.6,2
361955,"d9urp","m","SE_Ecuador",8.51,120.7,25,2
361955,"ojveq","m","SE_Ecuador",8.75,121.4,24.7,2
361956,"14k09","f","SE_Ecuador",10.38,133.5,30.5,2
361956,"h2r29","f","SE_Ecuador",10.62,134.4,31.1,2
361957,"hyz2d","f","SE_Ecuador",9.43,132.3,30.7,2
361957,"28btm","f","SE_Ecuador",9.67,135.5,31.6,2
361958,"r8x86","f","SE_Ecuador",13.21,147.5,47.6,2
361958,"mylul","f","SE_Ecuador",13.47,148.3,48.8,2
361959,"4nfpq","f","SE_Ecuador",13.64,147.2,50.8,2
361959,"m015j","f","SE_Ecuador",13.9,148.4,51.6,2
361960,"zsfxr","f","SE_Ecuador",15.77,155.1,59.9,1
361961,"2eauv","m","SE_Ecuador",7.33,111.8,22.4,2
361961,"bsq7o","m","SE_Ecuador",7.6,113.8,23.2,2
361962,"6ox2m","f","SE_Ecuador",10.46,126.5,25.7,2
361962,"o71s9","f","SE_Ecuador",10.74,128,25.8,2
361963,"jlg3o","m","SE_Ecuador",12.72,127.2,28.2,2
361963,"gxzag","m","SE_Ecuador",13,128.7,29.6,2
361964,"7ktqx","f","SE_Ecuador",13.88,143.8,42.4,2
361964,"kdkjd","f","SE_Ecuador",14.14,145.5,44.1,2
361965,"0wam9","f","SE_Ecuador",15.13,151.6,51.3,2
361965,"0vvb3","f","SE_Ecuador",15.39,152.1,53.2,2
361966,"7d0bv","m","SE_Ecuador",11.3,127.9,30.8,2
361966,"c4r4x","m","SE_Ecuador",11.56,130.5,32.7,2
361967,"l2wwi","m","SE_Ecuador",13.83,151.3,46.1,2
361967,"e3mho","m","SE_Ecuador",14.15,153.9,48.2,2
361968,"yzfk0","f","SE_Ecuador",11.66,130.2,28,2
361968,"dl742","f","SE_Ecuador",11.9,131.3,27.8,2
361969,"pv691","m","SE_Ecuador",15.64,152.9,54.3,2
361969,"rksky","m","SE_Ecuador",15.9,153.8,55,2
361970,"mrhc7","m","SE_Ecuador",13.55,140.5,37.7,1
361971,"arhiq","f","SE_Ecuador",10.96,141.8,38.9,2
361971,"hc5hp","f","SE_Ecuador",11.2,143.1,40.6,2
361972,"dqnoc","f","SE_Ecuador",5.2,104.3,18.5,2
361972,"2hckt","f","SE_Ecuador",5.47,103.6,18.3,2
361973,"an089","m","SE_Ecuador",9.86,123,25.5,2
361973,"75gex","m","SE_Ecuador",10.14,124,26.1,2
361974,"nawx8","m","SE_Ecuador",10.86,136.3,30.4,2
361974,"8ekz1","m","SE_Ecuador",11.15,137.9,31.8,2
361975,"rz08j","m","SE_Ecuador",11.01,134.4,33.7,2
361975,"dsh93","m","SE_Ecuador",11.25,135.8,35.1,2
361976,"9icm6","f","SE_Ecuador",9.83,126,28.5,2
361976,"zqzet","f","SE_Ecuador",10.07,127.1,29,2
361977,"5aor0","f","SE_Ecuador",10.46,140.2,34.8,2
361977,"e3hfe","f","SE_Ecuador",10.74,142.1,37.1,2
361978,"vroj1","f","SE_Ecuador",15.21,149.4,NA,1
361980,"10wwn","f","SE_Ecuador",12.88,142.4,44.5,2
361980,"axvdj","f","SE_Ecuador",13.14,143.5,46.2,2
361981,"yyqyd","f","SE_Ecuador",11.93,142.3,36.1,2
361981,"0u00r","f","SE_Ecuador",12.21,143.6,37.1,2
361982,"8vou2","m","SE_Ecuador",13.55,138.3,36,2
361982,"c0rku","m","SE_Ecuador",13.81,138.8,37.3,2
361983,"w6mwn","f","SE_Ecuador",14.09,152.1,57,2
361983,"w6pzv","f","SE_Ecuador",14.39,152.1,58.1,2
361984,"u74fq","m","SE_Ecuador",17.07,156,55.5,2
361984,"goa6s","m","SE_Ecuador",17.33,157.5,57.3,2
361987,"5mduz","m","SE_Ecuador",12.15,131.8,32.6,3
361987,"56u4z","m","SE_Ecuador",12.41,131.7,34.5,3
361987,"de397","m","SE_Ecuador",12.41,131.8,34.1,3
361988,"lya0u","m","SE_Ecuador",14.55,148.8,42.3,2
361988,"yurz6","m","SE_Ecuador",14.81,150,44.5,2
361989,"ovu8w","f","SE_Ecuador",15.62,151,54.1,2
361989,"azgmd","f","SE_Ecuador",15.87,151.3,55.6,2
361990,"pxqw9","m","SE_Ecuador",17.56,151,51.6,2
361990,"h8pou","m","SE_Ecuador",17.85,151.9,53.5,2
362018,"f9s76","f","SE_Ecuador",19.06,155.4,55.3,2
362018,"o2htq","f","SE_Ecuador",19.38,155.4,56.4,2
362086,"tps0i","m","SE_Ecuador",4.78,108.4,19.6,2
362086,"s7pb9","m","SE_Ecuador",5.06,109.8,20.7,2
443212,"wiury","m","SE_Ecuador",0.1,NA,4.5,1
443213,"l7rly","m","SE_Ecuador",0.11,65.7,8,1
443214,"2f3tn","f","SE_Ecuador",0.4,NA,5,1
443215,"171m6","m","SE_Ecuador",0.9,67,8,1
443216,"86grz","m","SE_Ecuador",0.9,68.4,8.5,1
443217,"x49gg","f","SE_Ecuador",1.14,68,7,1
443218,"7wety","f","SE_Ecuador",1.43,72,8,1
443219,"g1e11","m","SE_Ecuador",1.61,73,8,1
443220,"d8t67","f","SE_Ecuador",1.29,75,8,1
443221,"bqja8","m","SE_Ecuador",1.16,76,8,1
443222,"q3915","f","SE_Ecuador",1.1,75,12.5,1
443223,"86zpm","m","SE_Ecuador",1.2,68.3,7.5,1
443224,"uh808","f","SE_Ecuador",1.2,NA,8,1
443225,"d54t8","m","SE_Ecuador",1.4,73.1,9,1
443226,"6tfcs","f","SE_Ecuador",1.4,72.8,10,1
443227,"y63mt","m","SE_Ecuador",1.5,72.8,8,1
443228,"f7noq","f","SE_Ecuador",2.7,84,10,1
443229,"yn9z4","m","SE_Ecuador",2.35,84,10,1
443230,"q2ndg","m","SE_Ecuador",2.45,86,10,1
443231,"ro43g","m","SE_Ecuador",2.05,81.4,11,1
443232,"ycpa5","f","SE_Ecuador",2.1,83.5,11,1
443233,"jfmvm","m","SE_Ecuador",2.14,88,11,1
443234,"qyldp","f","SE_Ecuador",2.6,88.7,13,1
443235,"m0w50","f","SE_Ecuador",3.04,75.3,9.5,1
443236,"xu6fx","f","SE_Ecuador",3.62,84,10,1
443237,"9akbr","m","SE_Ecuador",3.15,91,10,1
443238,"kovfv","f","SE_Ecuador",3.72,92,12,1
443239,"hrb8b","f","SE_Ecuador",3.93,95,12,1
443240,"6qe13","m","SE_Ecuador",3.58,92,14,1
443241,"p2ewi","m","SE_Ecuador",3.26,100,14,1
443242,"f7o6m","m","SE_Ecuador",3.72,100,16,1
443243,"oadkp","m","SE_Ecuador",3.04,103,17,1
443244,"d8hiw","f","SE_Ecuador",3.6,83,13.4,1
443245,"oyinp","m","SE_Ecuador",3.6,97.5,15,1
443246,"yvbme","f","SE_Ecuador",4.1,88.5,12,1
443247,"dyme8","m","SE_Ecuador",4.73,93,12,1
443248,"ewz8o","f","SE_Ecuador",4.23,89.1,12.5,1
443249,"a1sl8","m","SE_Ecuador",4.22,83.5,13,1
443250,"0dbep","m","SE_Ecuador",4.61,99,13,1
443251,"0lcmr","f","SE_Ecuador",4.95,91,13.05,1
443252,"2fmns","m","SE_Ecuador",4.24,89.6,14,1
443253,"iv05h","m","SE_Ecuador",4.34,89.6,14,1
443254,"lo63n","f","SE_Ecuador",4.05,90,14,1
443255,"hkx6c","m","SE_Ecuador",4.74,93,15.5,1
443256,"2ymkq","m","SE_Ecuador",4.12,101,18.1,1
443257,"qbmpl","f","SE_Ecuador",4.06,107,20.1,1
443258,"bekkf","m","SE_Ecuador",4.19,104.5,22.8,1
443259,"t55qy","m","SE_Ecuador",4.1,94,16,1
443260,"ixeai","f","SE_Ecuador",4.11,100,15,1
443261,"cdscn","m","SE_Ecuador",4.11,97.7,16.5,1
443262,"no2id","f","SE_Ecuador",4.11,103,17.5,1
443263,"bwzb9","m","SE_Ecuador",4.6,94,14.5,1
443264,"7u21n","m","SE_Ecuador",4.8,105,17,1
443265,"t0fbs","f","SE_Ecuador",4.8,99,18.9,1
443266,"m7sjl","f","SE_Ecuador",4.9,100,16.4,1
443267,"4zh3j","m","SE_Ecuador",4.9,106,21.5,1
443268,"fzenp","f","SE_Ecuador",5.1,99,16,1
443269,"gkfag","f","SE_Ecuador",5.68,96,11,1
443270,"oq342","f","SE_Ecuador",5.69,101,11,1
443271,"1cmu8","f","SE_Ecuador",5.87,101,11,1
443272,"caq9y","m","SE_Ecuador",5.35,97,12,1
443273,"1llxm","f","SE_Ecuador",5.5,89.7,13,1
443274,"cigbk","m","SE_Ecuador",5.7,98,13,1
443275,"m0k4j","f","SE_Ecuador",5.21,100,13,1
443276,"2cs0v","f","SE_Ecuador",5.77,96.5,14,1
443277,"59tym","f","SE_Ecuador",5.07,98,14,1
443278,"18rpd","m","SE_Ecuador",5.53,98,14,1
443279,"bq0nd","f","SE_Ecuador",5.66,99,14,1
443280,"gwfgt","m","SE_Ecuador",5.94,99,14,1
443281,"pi9q2","f","SE_Ecuador",5.32,101,14,1
443282,"0y8q5","m","SE_Ecuador",5.52,102,14,1
443283,"qvw25","m","SE_Ecuador",5.77,102,14,1
