"person_id","obs_id","sex","site","age_estimated","height_cm","weight_kg","obs_counts"
357900,"d42pn","f","SE_Ecuador",0.77,NA,8,6
357900,"qelnz","f","SE_Ecuador",2.93,NA,12,6
357900,"q20t5","f","SE_Ecuador",3.43,NA,11,6
357900,"ai12z","f","SE_Ecuador",3.74,NA,13,6
357900,"0by9c","f","SE_Ecuador",7.11,111.6,20.7,6
357900,"1txpz","f","SE_Ecuador",11.48,127.7,29.7,6
357901,"e4jnm","m","SE_Ecuador",0.56,NA,7,15
357901,"75cx6","m","SE_Ecuador",0.93,NA,9,15
357901,"o7foj","m","SE_Ecuador",1.13,NA,9,15
357901,"huwkn","m","SE_Ecuador",1.44,NA,9,15
357901,"nzjj2","m","SE_Ecuador",2.17,NA,9,15
357901,"tg1mt","m","SE_Ecuador",2.85,NA,13,15
357901,"prk2u","m","SE_Ecuador",3.66,NA,13,15
357901,"d8cvb","m","SE_Ecuador",3.97,NA,13,15
357901,"9z977","m","SE_Ecuador",4.14,NA,14,15
357901,"lzim3","m","SE_Ecuador",4.41,NA,15,15
357901,"x5f4o","m","SE_Ecuador",4.56,96,15,15
357901,"xk1sq","m","SE_Ecuador",4.67,NA,16,15
357901,"cgj70","m","SE_Ecuador",5.02,105,16,15
357901,"q4o90","m","SE_Ecuador",5.43,108,17,15
357901,"nj5lb","m","SE_Ecuador",5.47,105.4,18.1,15
357902,"uode8","f","SE_Ecuador",7.94,126.3,26.8,1
357903,"b9n5h","m","SE_Ecuador",0.92,NA,7,2
357903,"czia4","m","SE_Ecuador",6.1,108.45,19.3,2
357904,"6las1","f","SE_Ecuador",7.94,122.1,24.4,1
357906,"l9ewu","m","SE_Ecuador",1.07,NA,6,12
357906,"ep3dd","m","SE_Ecuador",1.44,NA,7,12
357906,"t0ub5","m","SE_Ecuador",1.59,NA,7,12
357906,"0fdcx","m","SE_Ecuador",1.82,NA,8,12
357906,"rqyrz","m","SE_Ecuador",1.86,NA,9,12
357906,"8x3u3","m","SE_Ecuador",2.26,NA,10,12
357906,"0nd5s","m","SE_Ecuador",2.76,NA,11,12
357906,"03tlh","m","SE_Ecuador",3.97,NA,13,12
357906,"txhzm","m","SE_Ecuador",4.06,NA,12,12
357906,"7z5rq","m","SE_Ecuador",4.75,NA,13,12
357906,"p7729","m","SE_Ecuador",5.56,97.8,14.55,12
357906,"pzsev","m","SE_Ecuador",9.93,117.2,22.2,12
357907,"7ou61","f","SE_Ecuador",1.33,NA,8,9
357907,"y8qi6","f","SE_Ecuador",2.47,NA,12,9
357907,"qqfla","f","SE_Ecuador",4.75,NA,15,9
357907,"he4u1","f","SE_Ecuador",5.04,NA,16,9
357907,"95kft","f","SE_Ecuador",5.35,NA,17,9
357907,"7x7k8","f","SE_Ecuador",5.98,110,16,9
357907,"mykz1","f","SE_Ecuador",6.17,107.5,17.3,9
357907,"8qg36","f","SE_Ecuador",10.54,133.3,30.4,9
357907,"jpwyu","f","SE_Ecuador",10.76,134.4,32,9
357908,"174vt","m","SE_Ecuador",0.67,NA,6,18
357908,"37itu","m","SE_Ecuador",0.99,NA,7,18
357908,"ibjur","m","SE_Ecuador",1.07,NA,6,18
357908,"5la1b","m","SE_Ecuador",1.22,NA,7,18
357908,"i3yhr","m","SE_Ecuador",1.49,NA,9,18
357908,"pejm7","m","SE_Ecuador",1.62,NA,8,18
357908,"41ruy","m","SE_Ecuador",1.98,NA,8,18
357908,"njosm","m","SE_Ecuador",2.12,NA,9,18
357908,"vbng6","m","SE_Ecuador",2.9,NA,10,18
357908,"lupzn","m","SE_Ecuador",3.18,NA,10,18
357908,"k4l2d","m","SE_Ecuador",3.68,NA,11,18
357908,"zompn","m","SE_Ecuador",3.84,NA,10.5,18
357908,"sjswg","m","SE_Ecuador",4.16,NA,12,18
357908,"zvqj2","m","SE_Ecuador",4.25,88,12.5,18
357908,"k6w3k","m","SE_Ecuador",4.68,97,12,18
357908,"ryzxg","m","SE_Ecuador",4.74,NA,13.36,18
357908,"6garb","m","SE_Ecuador",4.83,98,13,18
357908,"51yef","m","SE_Ecuador",9.11,117.8,21.3,18
357909,"6s6jm","f","SE_Ecuador",0.88,72,NA,6
357909,"k1zwe","f","SE_Ecuador",1.34,NA,8,6
357909,"0i4v3","f","SE_Ecuador",2.62,NA,14,6
357909,"ntp44","f","SE_Ecuador",6.62,104.5,19.7,6
357909,"4g7ik","f","SE_Ecuador",10.99,126.6,31.9,6
357909,"6pj7i","f","SE_Ecuador",11.2,127.9,33.2,6
357910,"grg2b","f","SE_Ecuador",4.94,105.8,16,1
357911,"l2q7p","f","SE_Ecuador",4.94,100.3,15.8,1
357912,"xd2jc","f","SE_Ecuador",0.5,NA,8,8
357912,"9jp5k","f","SE_Ecuador",0.58,NA,9,8
357912,"ss03q","f","SE_Ecuador",3.07,NA,11,8
357912,"0jby4","f","SE_Ecuador",4.05,NA,12,8
357912,"e4n2d","f","SE_Ecuador",4.6,NA,14,8
357912,"9o0vq","f","SE_Ecuador",4.68,NA,15,8
357912,"lzgjq","f","SE_Ecuador",5.71,103.2,17.1,8
357912,"16sv0","f","SE_Ecuador",10.09,122.6,24.5,8
357913,"ybxmk","m","SE_Ecuador",4.64,NA,16,2
357913,"dslni","m","SE_Ecuador",7.94,121.5,22.8,2
357915,"andac","f","SE_Ecuador",2.78,NA,10,5
357915,"zj4a7","f","SE_Ecuador",3.02,NA,10,5
357915,"7kbfa","f","SE_Ecuador",3.16,NA,11,5
357915,"webel","f","SE_Ecuador",3.75,NA,12,5
357915,"k2fh9","f","SE_Ecuador",6.53,108.2,17,5
357916,"768gq","f","SE_Ecuador",4.94,101,17.2,1
357917,"eze0c","f","SE_Ecuador",4.45,NA,14,6
357917,"44iwb","f","SE_Ecuador",4.96,NA,14,6
357917,"1u3b3","f","SE_Ecuador",6.18,NA,17,6
357917,"zuy7m","f","SE_Ecuador",8.63,118.2,22.8,6
357917,"cafbg","f","SE_Ecuador",13,142.5,37.8,6
357917,"ki72a","f","SE_Ecuador",13.21,143.3,38.3,6
357918,"cwqst","f","SE_Ecuador",9.99,125.9,24.2,2
357918,"92anb","f","SE_Ecuador",14.36,149.5,42.6,2
357919,"blt9c","f","SE_Ecuador",3.04,85,13,4
357919,"67qum","f","SE_Ecuador",4.8,NA,16,4
357919,"sasr1","f","SE_Ecuador",6.07,NA,18,4
357919,"adah7","f","SE_Ecuador",8.93,120.8,26.4,4
357921,"tgf7i","m","SE_Ecuador",5.94,NA,17,7
357921,"wsltr","m","SE_Ecuador",6.4,NA,17,7
357921,"v602e","m","SE_Ecuador",6.69,NA,18,7
357921,"psoam","m","SE_Ecuador",7.22,107,19,7
357921,"4a16x","m","SE_Ecuador",7.36,NA,19,7
357921,"8utw4","m","SE_Ecuador",9.93,NA,25.3,7
357921,"2xqaj","m","SE_Ecuador",10,NA,25,7
357923,"ut41s","m","SE_Ecuador",3.85,NA,10,6
357923,"dmmce","m","SE_Ecuador",4.73,NA,12,6
357923,"e2vn1","m","SE_Ecuador",5.63,90,15,6
357923,"pu70k","m","SE_Ecuador",8.14,NA,20,6
357923,"473sm","m","SE_Ecuador",8.41,NA,20.8,6
357923,"50ebr","m","SE_Ecuador",12.78,132.6,29.9,6
357924,"dawfp","f","SE_Ecuador",7.52,NA,21,3
357924,"4qf11","f","SE_Ecuador",9.24,NA,26,3
357924,"ugnip","f","SE_Ecuador",12.71,140,43.4,3
357926,"2oqi1","f","SE_Ecuador",5.42,NA,16,3
357926,"63y3f","f","SE_Ecuador",6.02,NA,16,3
357926,"21pfe","f","SE_Ecuador",9.53,121.4,26.1,3
357927,"40s7v","f","SE_Ecuador",9.26,NA,22,4
357927,"pmwam","f","SE_Ecuador",11.11,130,29.5,4
357927,"p5fjh","f","SE_Ecuador",11.53,132.5,31.7,4
357927,"ylqdr","f","SE_Ecuador",11.67,130.5,31,4
357935,"jvwes","f","SE_Ecuador",11.94,132.8,33.5,1
357936,"vzzo0","f","SE_Ecuador",13.94,146,44.1,1
357937,"9ngv0","m","SE_Ecuador",5.64,100,15,4
357937,"txx5w","m","SE_Ecuador",10.34,120,25,4
357937,"qykgd","m","SE_Ecuador",11.43,129,27.5,4
357937,"jpolp","m","SE_Ecuador",15.81,145.1,37.8,4
357940,"d3vpg","m","SE_Ecuador",0.21,61,6,8
357940,"r3z7x","m","SE_Ecuador",0.29,62,7,8
357940,"n4j8t","m","SE_Ecuador",0.38,NA,7,8
357940,"f34vi","m","SE_Ecuador",0.46,NA,7,8
357940,"cigh9","m","SE_Ecuador",0.5,NA,8,8
357940,"yx5ry","m","SE_Ecuador",0.75,NA,7,8
357940,"v87pp","m","SE_Ecuador",1.72,NA,9,8
357940,"ldr1a","m","SE_Ecuador",2.41,80,10,8
357941,"pe5s3","f","SE_Ecuador",1.17,NA,7,7
357941,"0j3d6","f","SE_Ecuador",3.84,NA,14,7
357941,"cr7wn","f","SE_Ecuador",4.21,NA,13,7
357941,"j4wql","f","SE_Ecuador",4.87,NA,14,7
357941,"qezy8","f","SE_Ecuador",7.51,111,19.9,7
357941,"q5p3f","f","SE_Ecuador",11.88,126.7,28.4,7
357941,"er54o","f","SE_Ecuador",12.15,129,30.2,7
357942,"pm915","f","SE_Ecuador",5.22,NA,18,4
357942,"oms99","f","SE_Ecuador",8.27,127.4,27.1,4
357942,"nzp8a","f","SE_Ecuador",8.29,129,25,4
357942,"jwoiq","f","SE_Ecuador",12.64,149.2,43.8,4
357943,"dib9e","f","SE_Ecuador",3.93,93,15,6
357943,"fiqjf","f","SE_Ecuador",4.37,NA,16,6
357943,"ysujl","f","SE_Ecuador",5.33,103,13,6
357943,"k9i65","f","SE_Ecuador",7,NA,22,6
357943,"a4a0a","f","SE_Ecuador",7.65,123,23,6
357943,"2cdox","f","SE_Ecuador",8.11,120.9,24.8,6
357944,"q84p2","m","SE_Ecuador",3.84,94,13,3
357944,"g34q3","m","SE_Ecuador",6.15,106,18,3
357944,"l989j","m","SE_Ecuador",6.17,NA,15,3
357945,"3y9mm","m","SE_Ecuador",8.15,118,25,4
357945,"x4jil","m","SE_Ecuador",9.47,NA,30,4
357945,"fna3z","m","SE_Ecuador",9.9,NA,35,4
357945,"f0852","m","SE_Ecuador",10.94,139,38.4,4
357949,"l80g4","f","SE_Ecuador",2.72,NA,13.95,4
357949,"ewlz0","f","SE_Ecuador",3.62,90.5,13.9,4
357949,"8fmdk","f","SE_Ecuador",8,114.7,22.1,4
357949,"ujr2a","f","SE_Ecuador",8.2,115,22.1,4
357951,"55mv7","m","SE_Ecuador",0.18,NA,6,15
357951,"ahjze","m","SE_Ecuador",0.57,NA,6,15
357951,"ik3az","m","SE_Ecuador",0.81,NA,9,15
357951,"wqibx","m","SE_Ecuador",0.88,NA,9.5,15
357951,"ejj6v","m","SE_Ecuador",0.94,NA,9.5,15
357951,"1ts6i","m","SE_Ecuador",0.97,NA,9.5,15
357951,"0mq1g","m","SE_Ecuador",1.04,NA,9,15
357951,"zf6we","m","SE_Ecuador",1.1,79,9,15
357951,"95cwt","m","SE_Ecuador",1.12,NA,9,15
357951,"8pna7","m","SE_Ecuador",1.13,NA,10,15
357951,"ia6iv","m","SE_Ecuador",1.86,82,10,15
357951,"pfkyd","m","SE_Ecuador",1.89,82,11,15
357951,"2dapn","m","SE_Ecuador",1.92,82.3,11.5,15
357951,"03jd3","m","SE_Ecuador",1.98,83,11,15
357951,"yw7u5","m","SE_Ecuador",2.03,84,11,15
357952,"r9bmr","f","SE_Ecuador",19.21,145.3,50.6,1
357953,"sdxuk","m","SE_Ecuador",0.54,NA,5,6
357953,"xez42","m","SE_Ecuador",2.28,NA,10,6
357953,"xgggj","m","SE_Ecuador",3.3,86.6,13,6
357953,"x1nh8","m","SE_Ecuador",3.38,86,11,6
357953,"suypn","m","SE_Ecuador",7.67,107.9,19,6
357953,"swfui","m","SE_Ecuador",7.88,109,19.4,6
357954,"ti2dq","m","SE_Ecuador",6.11,105.1,18.9,1
357955,"b6z1l","f","SE_Ecuador",0.44,NA,7,16
357955,"wszfn","f","SE_Ecuador",0.74,NA,6,16
357955,"8t64l","f","SE_Ecuador",0.85,NA,7,16
357955,"ui18l","f","SE_Ecuador",1.17,NA,7.5,16
357955,"5bal3","f","SE_Ecuador",1.25,NA,8,16
357955,"e2y4i","f","SE_Ecuador",1.34,NA,8,16
357955,"pmglt","f","SE_Ecuador",1.58,NA,8,16
357955,"4e6e2","f","SE_Ecuador",1.96,NA,9,16
357955,"0ernk","f","SE_Ecuador",2.14,NA,8,16
357955,"t3oya","f","SE_Ecuador",2.46,NA,10,16
357955,"edi1w","f","SE_Ecuador",2.52,NA,10,16
357955,"ebofl","f","SE_Ecuador",2.59,NA,9.5,16
357955,"55yvx","f","SE_Ecuador",2.96,NA,10,16
357955,"z1wwe","f","SE_Ecuador",3.9,91.8,13.6,16
357955,"hawdq","f","SE_Ecuador",8.27,113.9,21.3,16
357955,"qkvhc","f","SE_Ecuador",8.47,114.7,21.7,16
357956,"vziq7","m","SE_Ecuador",0.24,NA,5,15
357956,"s3u8z","m","SE_Ecuador",0.54,NA,6,15
357956,"jvudo","m","SE_Ecuador",0.65,NA,6,15
357956,"4w4tn","m","SE_Ecuador",0.87,NA,6,15
357956,"ip22d","m","SE_Ecuador",0.9,NA,7,15
357956,"jz4od","m","SE_Ecuador",1.06,NA,8,15
357956,"qc4eh","m","SE_Ecuador",1.24,NA,7,15
357956,"713jj","m","SE_Ecuador",1.51,NA,9,15
357956,"t19v4","m","SE_Ecuador",1.7,NA,7,15
357956,"9uc0d","m","SE_Ecuador",1.95,NA,9,15
357956,"m4w1b","m","SE_Ecuador",2.13,80,8.5,15
357956,"svvcb","m","SE_Ecuador",2.39,80,9,15
357956,"wllww","m","SE_Ecuador",2.49,79.1,10,15
357956,"gxo9p","m","SE_Ecuador",2.52,80,9,15
357956,"u4y7x","m","SE_Ecuador",6.86,105.1,16.7,15
357957,"ifmru","m","SE_Ecuador",0.02,NA,5,18
357957,"vhq48","m","SE_Ecuador",0.24,NA,5,18
357957,"m8p5l","m","SE_Ecuador",0.32,NA,6,18
357957,"3d90k","m","SE_Ecuador",0.4,NA,6,18
357957,"40sfj","m","SE_Ecuador",0.49,NA,7,18
357957,"r84e2","m","SE_Ecuador",0.83,NA,8,18
357957,"izm5a","m","SE_Ecuador",0.92,NA,8,18
357957,"k7ess","m","SE_Ecuador",1.05,NA,9,18
357957,"iq3qv","m","SE_Ecuador",1.23,NA,8,18
357957,"risd9","m","SE_Ecuador",1.26,NA,8,18
357957,"rlmhv","m","SE_Ecuador",1.52,NA,9,18
357957,"u4x3z","m","SE_Ecuador",1.98,80.4,11,18
357957,"pwo1m","m","SE_Ecuador",2.21,NA,11,18
357957,"q0tc5","m","SE_Ecuador",2.23,83,10,18
357957,"m9xs5","m","SE_Ecuador",2.27,80.4,11.6,18
357957,"gdmig","m","SE_Ecuador",2.36,84,11,18
357957,"uvna5","m","SE_Ecuador",6.64,105.1,19.7,18
357957,"bljbk","m","SE_Ecuador",6.85,106.9,20.5,18
357958,"wo0lw","m","SE_Ecuador",0.2,NA,6,14
357958,"fs1l7","m","SE_Ecuador",0.34,NA,7,14
357958,"e3592","m","SE_Ecuador",0.36,NA,7,14
357958,"i3lhx","m","SE_Ecuador",0.51,NA,7,14
357958,"09o9f","m","SE_Ecuador",0.95,NA,7,14
357958,"xxotd","m","SE_Ecuador",1.13,NA,9,14
357958,"1k4kp","m","SE_Ecuador",1.32,NA,10,14
357958,"qtb19","m","SE_Ecuador",1.64,NA,10,14
357958,"v0mn6","m","SE_Ecuador",2.34,85,14,14
357958,"ka59q","m","SE_Ecuador",2.37,89,14,14
357958,"i7kb3","m","SE_Ecuador",2.46,87,12.4,14
357958,"2z7i0","m","SE_Ecuador",2.5,91,12,14
357958,"bzpok","m","SE_Ecuador",6.83,116.1,21.7,14
357958,"ipjvj","m","SE_Ecuador",7.07,117.1,23,14
357960,"hogzw","f","SE_Ecuador",15.95,148.5,50.8,1
357962,"i0212","f","SE_Ecuador",0.34,NA,5,17
357962,"keadb","f","SE_Ecuador",0.62,NA,7,17
357962,"ov23z","f","SE_Ecuador",1.3,NA,9,17
357962,"vz71f","f","SE_Ecuador",1.44,NA,9,17
357962,"q73vb","f","SE_Ecuador",1.51,NA,9,17
357962,"mc2z5","f","SE_Ecuador",1.61,NA,9,17
357962,"a85us","f","SE_Ecuador",1.95,NA,10,17
357962,"uqtna","f","SE_Ecuador",2.06,NA,10,17
357962,"evd5m","f","SE_Ecuador",2.35,NA,10,17
357962,"1s2o1","f","SE_Ecuador",2.48,NA,11.6,17
357962,"9tpc0","f","SE_Ecuador",2.93,84,12,17
357962,"jmrgw","f","SE_Ecuador",2.99,85,11,17
357962,"z96x6","f","SE_Ecuador",3.27,92,13,17
357962,"oyhqe","f","SE_Ecuador",3.36,92,13,17
357962,"19xbc","f","SE_Ecuador",3.39,89.4,13.5,17
357962,"jrro5","f","SE_Ecuador",7.76,116.7,22.9,17
357962,"jr69g","f","SE_Ecuador",7.97,116.7,23.4,17
357964,"p2tzb","f","SE_Ecuador",5.26,100.9,15.8,2
357964,"5bfgb","f","SE_Ecuador",5.47,101.4,15.8,2
357969,"iuy3w","f","SE_Ecuador",29.65,NA,45.6,1
357970,"o1mjj","m","SE_Ecuador",6.95,102.3,19.9,2
357970,"7figs","m","SE_Ecuador",10.94,117.4,25.8,2
357972,"dt5la","f","SE_Ecuador",8.82,117.8,25.8,3
357972,"tjqbb","f","SE_Ecuador",12.84,140.7,44,3
357972,"k1qus","f","SE_Ecuador",13.06,141,45.4,3
357973,"mmq43","f","SE_Ecuador",12.8,120.3,29.8,2
357973,"zbkmz","f","SE_Ecuador",16.8,141.2,44.2,2
357974,"dx0di","f","SE_Ecuador",3.3,88.8,13,4
357974,"nf06x","f","SE_Ecuador",7.3,109.4,19.9,4
357974,"rungf","f","SE_Ecuador",7.32,109.3,19.8,4
357974,"z04c5","f","SE_Ecuador",7.93,110.3,18.8,4
357975,"erxf4","m","SE_Ecuador",10.68,125.1,28.8,4
357975,"eno8d","m","SE_Ecuador",14.68,144.2,42.6,4
357975,"g77zm","m","SE_Ecuador",14.72,144.9,41.9,4
357975,"f4mci","m","SE_Ecuador",14.92,146.5,43.9,4
357976,"27tk8","m","SE_Ecuador",25.93,165.4,67.4,1
357982,"im4wy","f","SE_Ecuador",25.99,144.8,51.8,2
357982,"dvh6a","f","SE_Ecuador",29.99,145.4,45.9,2
357983,"blck5","m","SE_Ecuador",2.67,83.6,13.6,3
357983,"qo4m1","m","SE_Ecuador",6.68,109.3,21.6,3
357983,"79u73","m","SE_Ecuador",6.91,111,22.8,3
357984,"o1nxu","f","SE_Ecuador",5.01,98.4,14.3,3
357984,"7jbuq","f","SE_Ecuador",9.02,119.3,21.1,3
357984,"k6yej","f","SE_Ecuador",9.27,120.6,21.2,3
357987,"skuon","f","SE_Ecuador",18.5,139.9,41.5,1
357988,"xjfmu","m","SE_Ecuador",21.56,162,59.3,1
357989,"jj1y2","m","SE_Ecuador",15.48,158.1,56.1,1
358000,"mj4x9","f","SE_Ecuador",26.93,151.3,52.5,1
358009,"rq070","f","SE_Ecuador",26.92,153.2,59.9,1
358012,"yxnet","f","SE_Ecuador",14.93,146.4,40.3,1
358014,"r32xp","m","SE_Ecuador",28.93,161.1,67.9,1
358022,"8mfa8","f","SE_Ecuador",15.93,152.2,68.4,1
358027,"bwm6i","m","SE_Ecuador",27.85,153.4,65.1,1
358034,"hyuf8","m","SE_Ecuador",10.79,127.1,28.8,1
358039,"ebr4n","m","SE_Ecuador",0.44,63,7.5,12
358039,"4bkcy","m","SE_Ecuador",1.36,NA,9,12
358039,"w6wh8","m","SE_Ecuador",1.4,NA,8,12
358039,"veq3c","m","SE_Ecuador",2.61,NA,11,12
358039,"kkxwr","m","SE_Ecuador",2.63,NA,10,12
358039,"209zv","m","SE_Ecuador",4.48,NA,15,12
358039,"z3wed","m","SE_Ecuador",4.9,NA,15,12
358039,"511yy","m","SE_Ecuador",5,NA,16,12
358039,"iuctq","m","SE_Ecuador",5.49,NA,16,12
358039,"py9b7","m","SE_Ecuador",6.44,NA,18,12
358039,"4og8b","m","SE_Ecuador",7.74,112.2,21.4,12
358039,"4li4r","m","SE_Ecuador",12.11,130.2,30.4,12
358043,"5lo89","f","SE_Ecuador",6.13,107.9,16.8,2
358043,"f0xzu","f","SE_Ecuador",6.34,109.7,17.8,2
358044,"11zgo","f","SE_Ecuador",6.13,100.2,14.6,2
358044,"et350","f","SE_Ecuador",6.34,101.6,15,2
358055,"lnogx","m","SE_Ecuador",20.95,161.1,56.1,2
358055,"tm658","m","SE_Ecuador",20.98,161.1,56.1,2
358070,"27wc8","f","SE_Ecuador",0.2,NA,5,2
358070,"b9vta","f","SE_Ecuador",0.27,NA,6,2
358071,"ncuda","m","SE_Ecuador",8.03,116.6,22.9,1
358072,"c5r0q","m","SE_Ecuador",6.54,104.8,18.2,1
358078,"9a6cf","f","SE_Ecuador",0.01,45,3.5,4
358078,"p0zbh","f","SE_Ecuador",0.06,53,4,4
358078,"o8srp","f","SE_Ecuador",0.11,53,4,4
358078,"p08h4","f","SE_Ecuador",0.24,NA,7,4
358086,"7jxoz","f","SE_Ecuador",0.13,58,4,10
358086,"02l1u","f","SE_Ecuador",0.25,59,5,10
358086,"24tp3","f","SE_Ecuador",0.27,59,5,10
358086,"o9j5c","f","SE_Ecuador",0.31,59,5,10
358086,"tjn5d","f","SE_Ecuador",0.36,60,6,10
358086,"pb052","f","SE_Ecuador",0.41,64,6,10
358086,"wl6t4","f","SE_Ecuador",0.47,65,7,10
358086,"4aa43","f","SE_Ecuador",0.49,65,7,10
358086,"t1x7g","f","SE_Ecuador",0.61,66,6,10
358086,"otaeb","f","SE_Ecuador",0.65,67,6,10
358095,"idqa4","m","SE_Ecuador",7.5,108.6,20,2
358095,"ce9yr","m","SE_Ecuador",7.71,108.4,20.5,2
358127,"t7hjg","m","SE_Ecuador",1.49,NA,9,4
358127,"1qggr","m","SE_Ecuador",3.82,NA,14,4
358127,"my28b","m","SE_Ecuador",4.2,NA,12,4
358127,"0k5ef","m","SE_Ecuador",6.68,NA,17,4
358128,"pokwx","m","SE_Ecuador",0.16,NA,6,14
358128,"h1ibu","m","SE_Ecuador",0.7,NA,7,14
358128,"nymbi","m","SE_Ecuador",0.8,NA,8,14
358128,"760i3","m","SE_Ecuador",1.02,NA,10,14
358128,"36f6z","m","SE_Ecuador",1.12,NA,9,14
358128,"dvtct","m","SE_Ecuador",1.21,NA,10,14
358128,"pgof4","m","SE_Ecuador",1.35,NA,10,14
358128,"zm5nx","m","SE_Ecuador",1.4,NA,8,14
358128,"4udde","m","SE_Ecuador",1.62,NA,9,14
358128,"l58g1","m","SE_Ecuador",2.3,NA,11,14
358128,"6nz5t","m","SE_Ecuador",3.15,NA,12,14
358128,"4t2rb","m","SE_Ecuador",3.4,NA,12,14
358128,"gixiw","m","SE_Ecuador",3.46,87,13,14
358128,"smkz7","m","SE_Ecuador",4.4,NA,15,14
358129,"7w1ja","f","SE_Ecuador",0.04,NA,2,1
358136,"xpgo3","m","SE_Ecuador",6.27,103.8,18.4,1
358154,"jbjm6","f","SE_Ecuador",5.62,106.5,18.9,1
358200,"em0wu","m","SE_Ecuador",18.83,156.35,44.5,1
358210,"qf49p","f","SE_Ecuador",27.63,147.2,51.2,2
358210,"h0k6z","f","SE_Ecuador",27.67,147.2,51.2,2
358211,"ftqcl","f","SE_Ecuador",24.14,147.2,50.8,2
358211,"6uom7","f","SE_Ecuador",24.18,147.2,50.8,2
358214,"vykpo","m","SE_Ecuador",8.99,121.4,26.5,2
358214,"4a4cp","m","SE_Ecuador",9.03,121.4,26.5,2
358236,"8wo98","f","SE_Ecuador",9.94,113.9,20.2,1
358237,"44fe7","m","SE_Ecuador",8.24,115.2,20.4,1
358238,"o1e88","m","SE_Ecuador",4.54,97.1,16.2,1
358239,"a66ex","f","SE_Ecuador",14.66,146.4,48.2,1
358240,"nd9d5","f","SE_Ecuador",8.66,110.8,18.6,1
358241,"jyppz","f","SE_Ecuador",6.99,116.1,19.9,1
358242,"epc1v","f","SE_Ecuador",19.54,151.1,56.6,1
358243,"lqpvg","m","SE_Ecuador",5.25,105.3,17.5,1
358244,"duiec","f","SE_Ecuador",7.46,113.6,21.2,1
358245,"mi0gm","f","SE_Ecuador",17.84,152.5,58.1,1
358246,"lihib","f","SE_Ecuador",6.58,109,18,1
358247,"e8fhn","f","SE_Ecuador",4.17,99.1,14.6,1
358248,"grufg","m","SE_Ecuador",5.51,109,18.3,1
358250,"npiwy","m","SE_Ecuador",8.46,123.4,24.9,1
358251,"jlr6n","f","SE_Ecuador",14.7,143.4,45.2,1
358252,"nffz7","f","SE_Ecuador",9.99,127.7,24.7,1
358253,"6c6sw","m","SE_Ecuador",4,101.9,16.9,1
358254,"q0w28","f","SE_Ecuador",15.64,149.6,46.9,1
358255,"ze9of","f","SE_Ecuador",18.89,154.7,64.4,1
358256,"llnat","m","SE_Ecuador",0.49,NA,8,22
358256,"65pei","m","SE_Ecuador",0.67,NA,8,22
358256,"qsk11","m","SE_Ecuador",0.77,NA,9,22
358256,"fi6qr","m","SE_Ecuador",0.91,NA,9,22
358256,"e8238","m","SE_Ecuador",0.93,NA,10,22
358256,"dpwy7","m","SE_Ecuador",1.02,NA,10,22
358256,"nzqim","m","SE_Ecuador",1.11,NA,10,22
358256,"ilmew","m","SE_Ecuador",1.21,NA,9,22
358256,"aebw1","m","SE_Ecuador",1.28,78,9,22
358256,"nk8ja","m","SE_Ecuador",1.35,78,9,22
358256,"8eck9","m","SE_Ecuador",1.4,NA,10,22
358256,"xhe9x","m","SE_Ecuador",1.43,NA,10,22
358256,"dwekw","m","SE_Ecuador",1.47,NA,10,22
358256,"kd0pw","m","SE_Ecuador",1.69,NA,11,22
358256,"isqu5","m","SE_Ecuador",1.75,NA,12,22
358256,"cm336","m","SE_Ecuador",1.89,NA,11.5,22
358256,"vvypt","m","SE_Ecuador",1.91,84,11,22
358256,"0a2zf","m","SE_Ecuador",2.04,86,11.9,22
358256,"u3l8t","m","SE_Ecuador",2.15,87,12,22
358256,"or325","m","SE_Ecuador",2.21,87,12,22
358256,"ro38k","m","SE_Ecuador",2.27,89,13,22
358256,"o9qu3","m","SE_Ecuador",2.31,89,13,22
358257,"vsf2z","m","SE_Ecuador",0.04,52,4,1
358258,"p5575","f","SE_Ecuador",0.17,NA,5,16
358258,"3r33i","f","SE_Ecuador",0.18,NA,5,16
358258,"ta760","f","SE_Ecuador",0.64,NA,5,16
358258,"agzk7","f","SE_Ecuador",0.82,NA,8,16
358258,"cg5d4","f","SE_Ecuador",0.91,NA,8,16
358258,"jevfy","f","SE_Ecuador",0.97,NA,11,16
358258,"6qs1e","f","SE_Ecuador",1.08,NA,7,16
358258,"odrin","f","SE_Ecuador",1.4,NA,8,16
358258,"ag128","f","SE_Ecuador",1.48,NA,8,16
358258,"9atxe","f","SE_Ecuador",1.64,NA,8.5,16
358258,"ejsbn","f","SE_Ecuador",2,82,9,16
358258,"vtrqv","f","SE_Ecuador",2.35,82,10,16
358258,"5md0e","f","SE_Ecuador",2.37,83,10,16
358258,"trkcc","f","SE_Ecuador",2.5,89,10,16
358258,"gsefh","f","SE_Ecuador",2.54,90,10,16
358258,"rjubp","f","SE_Ecuador",6.8,111.2,19.4,16
358259,"r6iye","f","SE_Ecuador",27.12,151.1,60.4,1
358261,"6t955","f","SE_Ecuador",21.06,141.2,38.3,1
358263,"bucqf","m","SE_Ecuador",21.43,158.2,53.9,1
358265,"jz9ia","f","SE_Ecuador",27.42,154.5,51.6,1
358271,"o97e6","f","SE_Ecuador",19.18,148.1,49.1,1
