DeID,Gender,BirthYear,BirthMonthapprox,YearAnth,SeasonAnth,SpecificSeasonAnth,Heightcm,Weightkg
AA010495,m,2004,11,2018,Dry,3,144,31.2
AA010495,m,2004,11,2018,Rainy,4,,
AA010495,m,2004,11,2019,Dry,5,,
AA010495,m,2004,11,2019,Rainy,6,152.8,40
AA010496,m,2011.5,6,2017,Dry,1,92,14
AA010496,m,2011.5,6,2017,Rainy,2,,
AA010496,m,2011.5,6,2018,Dry,3,97.5,14.9
AA010496,m,2011.5,6,2018,Rainy,4,,
AA010496,m,2011.5,6,2019,Dry,5,,
AA010496,m,2011.5,6,2019,Rainy,6,,
AA010497,m,2017,5,2017,Dry,1,80,8
AA010497,m,2017,5,2017,Rainy,2,,
AA010497,m,2017,5,2018,Dry,3,90.5,12.8
AA010497,m,2017,5,2018,Rainy,4,,
AA010497,m,2017,5,2019,Dry,5,,
AA010497,m,2017,5,2019,Rainy,6,,
AA010499,f,2017,7,2017,Dry,1,45.5,5
AA010499,f,2017,7,2017,Rainy,2,58,6
AA010499,f,2017,7,2018,Dry,3,64,6
AA010499,f,2017,7,2018,Rainy,4,65,8
AA010499,f,2017,7,2019,Dry,5,73.8,9
AA010499,f,2017,7,2019,Rainy,6,79,9
AA010500,f,2018,7,2017,Dry,1,,
AA010500,f,2018,7,2017,Rainy,2,,
AA010500,f,2018,7,2018,Dry,3,,
AA010500,f,2018,7,2018,Rainy,4,53,4
AA010500,f,2018,7,2019,Dry,5,60,7
AA010500,f,2018,7,2019,Rainy,6,70,9
AA010502,m,2009,7,2017,Dry,1,114,19
AA010502,m,2009,7,2017,Rainy,2,115.5,19
AA010502,m,2009,7,2018,Dry,3,119.5,19.2
AA010502,m,2009,7,2018,Rainy,4,,
AA010502,m,2009,7,2019,Dry,5,123.5,21
AA010502,m,2009,7,2019,Rainy,6,,23
AA010504,f,2007,3,2017,Dry,1,141,32
AA010504,f,2007,3,2017,Rainy,2,142,31
AA010504,f,2007,3,2018,Dry,3,142,33
AA010504,f,2007,3,2018,Rainy,4,,
AA010504,f,2007,3,2019,Dry,5,149,37
AA010504,f,2007,3,2019,Rainy,6,149.5,37
AA010505,f,2014,11,2017,Dry,1,84,10
AA010505,f,2014,11,2017,Rainy,2,86.4,11
AA010505,f,2014,11,2018,Dry,3,90,11.3
AA010505,f,2014,11,2018,Rainy,4,,
AA010505,f,2014,11,2019,Dry,5,96.2,13
AA010505,f,2014,11,2019,Rainy,6,98,9
AA010508,m,1999,12,2017,Dry,1,,
AA010508,m,1999,12,2017,Rainy,2,,
AA010508,m,1999,12,2018,Dry,3,169,52.6
AA010508,m,1999,12,2018,Rainy,4,,55
AA010508,m,1999,12,2019,Dry,5,,
AA010508,m,1999,12,2019,Rainy,6,,55
AA010509,m,2016,11,2017,Dry,1,50,6
AA010509,m,2016,11,2017,Rainy,2,,
AA010509,m,2016,11,2018,Dry,3,,
AA010509,m,2016,11,2018,Rainy,4,,
AA010509,m,2016,11,2019,Dry,5,,
AA010509,m,2016,11,2019,Rainy,6,,
AA010513,f,2007,12,2017,Dry,1,,
AA010513,f,2007,12,2017,Rainy,2,,
AA010513,f,2007,12,2018,Dry,3,,
AA010513,f,2007,12,2018,Rainy,4,,
AA010513,f,2007,12,2019,Dry,5,85,19
AA010513,f,2007,12,2019,Rainy,6,,
AA010516,m,2007,8,2017,Dry,1,119,21
AA010516,m,2007,8,2017,Rainy,2,121,18
AA010516,m,2007,8,2018,Dry,3,,23.3
AA010516,m,2007,8,2018,Rainy,4,132,30
AA010516,m,2007,8,2019,Dry,5,134.2,31
AA010516,m,2007,8,2019,Rainy,6,138,32
AA010517,m,2009,8,2017,Dry,1,107.5,20
AA010517,m,2009,8,2017,Rainy,2,111,
AA010517,m,2009,8,2018,Dry,3,112,20
AA010517,m,2009,8,2018,Rainy,4,115,22
AA010517,m,2009,8,2019,Dry,5,117.9,23
AA010517,m,2009,8,2019,Rainy,6,120,24
AA010519,f,2012,7,2017,Dry,1,94.5,14
AA010519,f,2012,7,2017,Rainy,2,98,16
AA010519,f,2012,7,2018,Dry,3,101.5,14.6
AA010519,f,2012,7,2018,Rainy,4,105,15
AA010519,f,2012,7,2019,Dry,5,106.4,17
AA010519,f,2012,7,2019,Rainy,6,109.3,15
AA010521,m,2014,12,2017,Dry,1,88.5,12
AA010521,m,2014,12,2017,Rainy,2,,
AA010521,m,2014,12,2018,Dry,3,96,11.5
AA010521,m,2014,12,2018,Rainy,4,,
AA010521,m,2014,12,2019,Dry,5,,
AA010521,m,2014,12,2019,Rainy,6,,
AA010523,f,2018,5,2017,Dry,1,,
AA010523,f,2018,5,2017,Rainy,2,,
AA010523,f,2018,5,2018,Dry,3,,
AA010523,f,2018,5,2018,Rainy,4,,
AA010523,f,2018,5,2019,Dry,5,,
AA010523,f,2018,5,2019,Rainy,6,61,7
AA010527,f,2008,9,2017,Dry,1,,
AA010527,f,2008,9,2017,Rainy,2,,
AA010527,f,2008,9,2018,Dry,3,,
AA010527,f,2008,9,2018,Rainy,4,137,38
AA010527,f,2008,9,2019,Dry,5,,
AA010527,f,2008,9,2019,Rainy,6,141,32
AA010528,f,2010,3,2017,Dry,1,,
AA010528,f,2010,3,2017,Rainy,2,,
AA010528,f,2010,3,2018,Dry,3,,
AA010528,f,2010,3,2018,Rainy,4,118.5,20
AA010528,f,2010,3,2019,Dry,5,,
AA010528,f,2010,3,2019,Rainy,6,122.7,22
AA010529,f,2017,8,2017,Dry,1,,
AA010529,f,2017,8,2017,Rainy,2,,
AA010529,f,2017,8,2018,Dry,3,72,8.3
AA010529,f,2017,8,2018,Rainy,4,80,11
AA010529,f,2017,8,2019,Dry,5,81.4,11
AA010529,f,2017,8,2019,Rainy,6,87,12
AA010532,f,2014,9,2017,Dry,1,82,10
AA010532,f,2014,9,2017,Rainy,2,87,11
AA010532,f,2014,9,2018,Dry,3,,12.6
AA010532,f,2014,9,2018,Rainy,4,,
AA010532,f,2014,9,2019,Dry,5,98.7,14
AA010532,f,2014,9,2019,Rainy,6,102,16
AA010535,f,2016,12,2017,Dry,1,,
AA010535,f,2016,12,2017,Rainy,2,67,9
AA010535,f,2016,12,2018,Dry,3,,
AA010535,f,2016,12,2018,Rainy,4,,
AA010535,f,2016,12,2019,Dry,5,,
AA010535,f,2016,12,2019,Rainy,6,,
AA010538,f,2014,12,2017,Dry,1,,
AA010538,f,2014,12,2017,Rainy,2,87.5,11.9
AA010538,f,2014,12,2018,Dry,3,93,13
AA010538,f,2014,12,2018,Rainy,4,96,14
AA010538,f,2014,12,2019,Dry,5,101,16
AA010538,f,2014,12,2019,Rainy,6,102.5,15
AA010540,m,2013,6,2017,Dry,1,,
AA010540,m,2013,6,2017,Rainy,2,106.5,22
AA010540,m,2013,6,2018,Dry,3,,
AA010540,m,2013,6,2018,Rainy,4,113,22
AA010540,m,2013,6,2019,Dry,5,116,22
AA010540,m,2013,6,2019,Rainy,6,130,25
AA010541,m,2018,11,2017,Dry,1,,
AA010541,m,2018,11,2017,Rainy,2,,
AA010541,m,2018,11,2018,Dry,3,,
AA010541,m,2018,11,2018,Rainy,4,,
AA010541,m,2018,11,2019,Dry,5,58,6
AA010541,m,2018,11,2019,Rainy,6,70,10
AA010543,f,2008,2,2017,Dry,1,,
AA010543,f,2008,2,2017,Rainy,2,,
AA010543,f,2008,2,2018,Dry,3,,
AA010543,f,2008,2,2018,Rainy,4,124,21
AA010543,f,2008,2,2019,Dry,5,126.5,22
AA010543,f,2008,2,2019,Rainy,6,128.5,24
AA010545,f,2010,2,2017,Dry,1,,
AA010545,f,2010,2,2017,Rainy,2,,
AA010545,f,2010,2,2018,Dry,3,,
AA010545,f,2010,2,2018,Rainy,4,132,29
AA010545,f,2010,2,2019,Dry,5,,
AA010545,f,2010,2,2019,Rainy,6,,
